movie_name,year,runtime,rating,detail_about_movie,director,actor_1,actor_2,votes,metascore,gross_collection,action,adventure,animation,biography,comedy,crime,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western
The Kid,1921,68,8.3,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",Charles Chaplin,Charles Chaplin,Edna Purviance,121905,82.44954128440367,5.45,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhadhun,2018,139,8.2,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,Ayushmann Khurrana,Tabu,85762,82.44954128440367,1.37,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Green Book,2018,130,8.2,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,Viggo Mortensen,Mahershala Ali,441202,69.0,85.08,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Silent Voice: The Movie,2016,130,8.2,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Naoko Yamada,Miyu Irino,Saori Hayami,68216,78.0,32.285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klaus,2019,96,8.2,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",Sergio Pablos,Carlos Martínez López,Jason Schwartzman,133663,65.0,32.285,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangs of Wasseypur,2012,321,8.2,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,Manoj Bajpayee,Richa Chadha,91598,89.0,32.285,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret in Their Eyes,2009,129,8.2,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,Ricardo Darín,Soledad Villamil,203213,80.0,6.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dune,2021,155,8.2,Feature adaptation of Frank Herbert's science fiction novel about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.,Denis Villeneuve,Timothée Chalamet,Rebecca Ferguson,417890,74.0,32.285,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutter Island,2010,138,8.2,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",Martin Scorsese,Leonardo DiCaprio,Emily Mortimer,1221247,63.0,128.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Up,2009,96,8.2,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Pete Docter,Bob Peterson,Ed Asner,990323,88.0,293.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle in Cell No. 7,2019,132,8.2,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie  (2013).,Mehmet Ada Öztekin,Aras Bulut Iynemli,Nisa Sofiya Aksongur,44182,82.44954128440367,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,2013,180,8.2,"Based on the true story of , from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,Leonardo DiCaprio,Jonah Hill,1295702,75.0,116.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Father and My Son,2005,112,8.2,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Cagan Irmak,Eser Sariyar,Çetin Tekindor,84131,82.44954128440367,32.285,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
There Will Be Blood,2007,158,8.2,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Paul Thomas Anderson,Daniel Day-Lewis,Paul Dano,554523,93.0,40.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan's Labyrinth,2006,118,8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Guillermo del Toro,Ivana Baquero,Ariadna Gil,645807,98.0,37.63,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Toy Story 3,2010,103,8.2,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,Tom Hanks,Tim Allen,796770,92.0,415.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins,2005,140,8.2,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,Christian Bale,Michael Caine,1380134,70.0,206.85,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Downfall,2004,156,8.2,", the final secretary for , tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,345017,82.0,5.51,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Howl's Moving Castle,2004,119,8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Hayao Miyazaki,Chieko Baishô,Takuya Kimura,366078,80.0,4.71,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Beautiful Mind,2001,135,8.2,"After , a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,Russell Crowe,Ed Harris,892795,72.0,170.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snatch,2000,102,8.2,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,Jason Statham,Brad Pitt,821953,55.0,30.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lock, Stock and Two Smoking Barrels",1998,107,8.2,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Guy Ritchie,Jason Flemyng,Dexter Fletcher,561789,66.0,3.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.A. Confidential,1997,138,8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,Kevin Spacey,Russell Crowe,560400,90.0,64.62,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Bandit,1996,128,8.2,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Yavuz Turgul,Sener Sen,Ugur Yücel,68582,82.44954128440367,32.285,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heat,1995,170,8.2,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,Al Pacino,Robert De Niro,619049,76.0,67.44,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino,1995,178,8.2,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Martin Scorsese,Robert De Niro,Sharon Stone,495286,73.0,42.44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgiven,1992,130,8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Clint Eastwood,Clint Eastwood,Gene Hackman,396934,85.0,101.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indiana Jones and the Last Crusade,1989,127,8.2,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against 's Nazis again to stop them from obtaining its powers.",Steven Spielberg,Harrison Ford,Sean Connery,725859,65.0,197.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Neighbor Totoro,1988,86,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Hayao Miyazaki,Hitoshi Takagi,Noriko Hidaka,317488,86.0,1.11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Hard,1988,132,8.2,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,Bruce Willis,Alan Rickman,840595,72.0,83.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ran,1985,162,8.2,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,Tatsuya Nakadai,Akira Terao,121074,96.0,4.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raging Bull,1980,129,8.2,"The life of boxer , whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,Robert De Niro,Cathy Moriarty,339747,89.0,23.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Autumn Sonata,1978,99,8.2,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",Ingmar Bergman,Ingrid Bergman,Liv Ullmann,32443,82.44954128440367,32.285,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taxi Driver,1976,114,8.2,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Martin Scorsese,Robert De Niro,Jodie Foster,774276,94.0,28.26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,1975,91,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Terry Gilliam,Terry Jones,Graham Chapman,523422,91.0,1.23,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chinatown,1974,130,8.2,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",Roman Polanski,Jack Nicholson,Faye Dunaway,313579,92.0,8.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Z,1969,127,8.2,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,Costa-Gavras,Yves Montand,Irene Papas,26869,86.0,0.08,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
For a Few Dollars More,1965,132,8.2,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,Sergio Leone,Clint Eastwood,Lee Van Cleef,246804,74.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Great Escape,1963,172,8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,Steve McQueen,James Garner,236559,86.0,12.1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
To Kill a Mockingbird,1962,129,8.2,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",Robert Mulligan,Gregory Peck,John Megna,307202,88.0,32.285,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yojimbo,1961,110,8.2,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Akira Kurosawa,Toshirô Mifune,Eijirô Tôno,118763,93.0,32.285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Judgment at Nuremberg,1961,179,8.2,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Stanley Kramer,Spencer Tracy,Burt Lancaster,74699,60.0,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Some Like It Hot,1959,121,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,Marilyn Monroe,Tony Curtis,257469,98.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild Strawberries,1957,91,8.2,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Ingmar Bergman,Victor Sjöström,Bibi Andersson,103622,88.0,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Seventh Seal,1957,96,8.2,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Ingmar Bergman,Max von Sydow,Gunnar Björnstrand,178076,88.0,32.285,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dial M for Murder,1954,105,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.,Alfred Hitchcock,Ray Milland,Grace Kelly,169066,75.0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tokyo Story,1953,136,8.2,"An old couple visit their children and grandchildren in the city, but receive little attention.",Yasujirô Ozu,Chishû Ryû,Chieko Higashiyama,58792,82.44954128440367,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashomon,1950,88,8.2,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Akira Kurosawa,Toshirô Mifune,Machiko Kyô,162274,98.0,0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All About Eve,1950,138,8.2,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Joseph L. Mankiewicz,Bette Davis,Anne Baxter,127476,98.0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Treasure of the Sierra Madre,1948,126,8.2,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,John Huston,Humphrey Bogart,Walter Huston,121182,98.0,5.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
To Be or Not to Be,1942,99,8.2,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Ernst Lubitsch,Carole Lombard,Jack Benny,34727,86.0,32.285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Gold Rush,1925,95,8.2,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Charles Chaplin,Charles Chaplin,Mack Swain,107737,82.44954128440367,5.45,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Jr.,1924,45,8.2,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Buster Keaton,Buster Keaton,Kathryn McGuire,46967,82.44954128440367,0.98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Martin McDonagh,Frances McDormand,Woody Harrelson,475981,88.0,54.51,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Handmaiden,2016,145,8.1,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Park Chan-Wook,Kim Min-hee,Ha Jung-woo,132314,84.0,2.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Logan,2017,137,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",James Mangold,Hugh Jackman,Patrick Stewart,704205,77.0,226.28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Room,2015,118,8.1,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",Lenny Abrahamson,Brie Larson,Jacob Tremblay,398899,86.0,14.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wild Tales,2014,122,8.1,Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,Darío Grandinetti,María Marull,189591,77.0,3.11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grand Budapest Hotel,2014,99,8.1,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",Wes Anderson,Ralph Fiennes,F. Murray Abraham,760453,88.0,59.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,2014,149,8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",David Fincher,Ben Affleck,Rosamund Pike,926047,79.0,167.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Hacksaw Ridge,2016,139,8.1,"World War II American Army Medic , who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Mel Gibson,Andrew Garfield,Sam Worthington,480632,71.0,67.21,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Inside Out,2015,95,8.1,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Pete Docter,Ronnie Del Carmen,Amy Poehler,666648,94.0,356.46,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Years a Slave,2013,134,8.1,"In the antebellum United States, , a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,672833,96.0,56.67,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rush,2013,123,8.1,The merciless 1970s rivalry between Formula One rivals  and .,Ron Howard,Daniel Brühl,Chris Hemsworth,459118,74.0,26.95,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford v Ferrari,2019,152,8.1,American car designer  and driver  battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,Matt Damon,Christian Bale,348224,81.0,117.62,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,2015,129,8.1,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,Mark Ruffalo,Michael Keaton,449414,93.0,45.06,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prisoners,2013,153,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,654280,70.0,61.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mad Max: Fury Road,2015,120,8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,Tom Hardy,Charlize Theron,944613,90.0,154.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Warrior,2011,140,8.1,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,Tom Hardy,Nick Nolte,454687,71.0,13.66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gran Torino,2008,116,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Clint Eastwood,Clint Eastwood,Bee Vang,749991,72.0,148.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 2,2011,130,8.1,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,Daniel Radcliffe,Emma Watson,818892,85.0,381.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Hachi: A Dog's Tale,2009,93,8.1,A college professor bonds with an abandoned dog he takes into his home.,Lasse Hallström,Richard Gere,Joan Allen,270784,82.44954128440367,32.285,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary and Max,2009,92,8.1,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",Adam Elliot,Toni Collette,Philip Seymour Hoffman,172456,82.44954128440367,32.285,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon,2010,98,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",Dean DeBlois,Chris Sanders,Jay Baruchel,703537,75.0,217.58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Wild,2007,148,8.1,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Sean Penn,Emile Hirsch,Vince Vaughn,601693,73.0,18.35,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Country for Old Men,2007,122,8.1,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,Ethan Coen,Joel Coen,Tommy Lee Jones,917570,91.0,74.28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V for Vendetta,2005,132,8.1,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V,"" plots to overthrow it with the help of a young woman.",James McTeigue,Hugo Weaving,Natalie Portman,1081061,62.0,70.51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Million Dollar Baby,2004,132,8.1,A determined woman works with a hardened boxing trainer to become a professional.,Clint Eastwood,Hilary Swank,Clint Eastwood,664634,86.0,100.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hotel Rwanda,2004,121,8.1,", a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",Terry George,Don Cheadle,Sophie Okonedo,346603,79.0,23.53,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Before Sunset,2004,80,8.1,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Richard Linklater,Ethan Hawke,Julie Delpy,251581,90.0,5.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Memories of Murder,2003,132,8.1,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Bong Joon Ho,Kang-ho Song,Kim Sang-kyung,164706,82.0,0.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kill Bill: Vol. 1,2003,111,8.1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Quentin Tarantino,Uma Thurman,David Carradine,1061744,69.0,70.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Nemo,2003,100,8.1,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Andrew Stanton,Lee Unkrich,Albert Brooks,996746,90.0,380.84,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,2002,141,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Steven Spielberg,Leonardo DiCaprio,Tom Hanks,907766,75.0,164.62,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amores perros,2000,154,8.1,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro G. Iñárritu,Emilio Echevarría,Gael García Bernal,234220,83.0,5.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Monsters, Inc.",2001,92,8.1,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",Pete Docter,David Silverman,Lee Unkrich,863317,79.0,289.92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neon Genesis Evangelion: The End of Evangelion,1997,87,8.1,Concurrent theatrical ending of the TV series  (1995).,Hideaki Anno,Kazuya Tsurumaki,Megumi Ogata,49072,82.44954128440367,32.285,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,1999,107,8.1,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",M. Night Shyamalan,Bruce Willis,Haley Joel Osment,952624,64.0,293.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Truman Show,1998,103,8.1,An insurance salesman discovers his whole life is actually a reality TV show.,Peter Weir,Jim Carrey,Ed Harris,1007350,90.0,125.62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Lebowski,1998,117,8.1,"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.",Joel Coen,Ethan Coen,Jeff Bridges,775912,71.0,17.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In the Mood for Love,2000,98,8.1,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,Tony Chiu-Wai Leung,Maggie Cheung,140230,85.0,2.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trainspotting,1996,93,8.1,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Danny Boyle,Ewan McGregor,Ewen Bremner,663132,83.0,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
